driver_trip,prob
2305_146,0.9578
2305_147,0.648
2305_148,0.8972
2305_149,0.7942
2305_15,0.7252
2305_150,0.6984
2305_151,0.877
2305_152,0.7092
2305_153,0.794
2305_154,0.8758
2305_155,0.7434
2305_156,0.9282
2305_157,0.9756
2305_158,0.7048
2305_159,0.8014
2305_16,0.8188
2305_160,0.015
2305_161,0.8368
2305_162,0.696
2305_163,0.809
2305_164,0.7998
2305_165,0.8696
2305_166,0.7342
2305_167,0.9514
2305_168,0.7216
2305_169,0.657
2305_17,0.672
2305_170,0.7566
2305_171,0.75
2305_172,0.7654
2305_173,0.7272
2305_174,0.8772
2305_175,0.8266
2305_176,0.684
2305_177,0.8178
2305_178,0.9546
2305_179,0.0348
2305_18,0.8346
2305_180,0.7062
2305_181,0.793
2305_182,0.9164
2305_183,0.7712
2305_184,0.6836
2305_185,0.807
2305_186,0.7608
2305_187,0.794
2305_188,0.686
2305_189,0.9416
2305_19,0.0456
2305_190,0.7808
2305_191,0.7724
2305_192,0.9
2305_193,0.0474
2305_194,0.6662
2305_195,0.7128
2305_196,0.7562
2305_197,0.6736
2305_198,0.7354
2305_199,0.7956
2305_2,0.9206
2305_20,0.6958
2305_200,0.7494
2305_21,0.8184
2305_22,0.839
2305_23,0.9802
2305_24,0.7724
2305_25,0.776
2305_26,0.9226
2305_27,0.6796
2305_28,0.9588
2305_29,0.6528
2305_3,0.7502
2305_30,0.947
2305_31,0.7276
2305_32,0.7178
2305_33,0.8324
2305_34,0.7506
2305_35,0.744
2305_36,0.9088
2305_37,0.7152
2305_38,0.8758
2305_39,0.6872
2305_4,0.8294
2305_40,0.6954
2305_41,0.792
2305_42,0.8888
2305_43,0.6728
2305_44,0.7746
2305_45,0.8236
2305_46,0.762
2305_47,0.8454
2305_48,0.0982
2305_49,0.6818
2305_5,0.7436
2305_50,0.795
2305_51,0.9388
2305_52,0.6822
2305_53,0.7654
2305_54,0.7526
2305_55,0.7488
2305_56,0.764
2305_57,0.7802
2305_58,0.883
2305_59,0.7402
2305_6,0.7534
2305_60,0.941
2305_61,0.8774
2305_62,0.7804
2305_63,0.7516
2305_64,0.724
2305_65,0.7788
2305_66,0.9404
2305_67,0.8498
2305_68,0.6966
2305_69,0.6464
2305_7,0.6958
2305_70,0.7092
2305_71,0.758
2305_72,0.9828
2305_73,0.739
2305_74,0.8014
2305_75,0.9582
2305_76,0.7638
2305_77,0.8394
2305_78,0.8534
2305_79,0.8064
2305_8,0.9052
2305_80,0.7912
2305_81,0.8974
2305_82,0.8484
2305_83,0.8106
2305_84,0.7622
2305_85,0.7166
2305_86,0.9376
2305_87,0.6802
2305_88,0.9112
2305_89,0.849
2305_9,0.7034
2305_90,0.7582
2305_91,0.7502
2305_92,0.7112
2305_93,0.0406
2305_94,0.8414
2305_95,0.7466
2305_96,0.6832
2305_97,0.6996
2305_98,0.9874
2305_99,0.768
3405_1,0.8036
3405_10,0.685
3405_100,0.7514
3405_101,0.711
3405_102,0.893
3405_103,0.763
3405_104,0.8976
3405_105,0.8144
3405_106,0.856
3405_107,0.8042
3405_108,0.9248
3405_109,0.8756
3405_11,0.9614
3405_110,0.7942
3405_111,0.8256
3405_112,0.904
3405_113,0.7676
3405_114,0.847
3405_115,0.667
3405_116,0.7498
3405_117,0.8508
3405_118,0.663
3405_119,0.7596
3405_12,0.717
3405_120,0.7068
3405_121,0.8318
3405_122,0.7412
3405_123,0.8952
3405_124,0.8134
3405_125,0.7682
3405_126,0.7416
3405_127,0.9538
3405_128,0.8594
3405_129,0.9704
3405_13,0.804
3405_130,0.7652
3405_131,0.6798
3405_132,0.8184
3405_133,0.9342
3405_134,0.8054
3405_135,0.9068
3405_136,0.7228
3405_137,0.9142
3405_138,0.7784
3405_139,0.7216
3405_14,0.8842
3405_140,0.7786
3405_141,0.866
3405_142,0.8116
3405_143,0.7966
3405_144,0.7106
3405_145,0.857
3405_146,0.8314
3405_147,0.895
3405_148,0.9086
3405_149,0.8154
3405_15,0.8666
3405_150,0.7758
3405_151,0.7966
3405_152,0.864
3405_153,0.8556
3405_154,0.8224
3405_155,0.7036
3405_156,0.8284
3405_157,0.86
3405_158,0.782
3405_159,0.9
3405_16,0.922
3405_160,0.81
3405_161,0.762
3405_162,0.7208
3405_163,0.7322
3405_164,0.825
3405_165,0.869
3405_166,0.8766
3405_167,0.8686
3405_168,0.8326
3405_169,0.8436
3405_17,0.8076
3405_170,0.8852
3405_171,0.821
3405_172,0.8894
3405_173,0.7058
3405_174,0.7284
3405_175,0.8362
3405_176,0.7408
3405_177,0.6998
3405_178,0.785
3405_179,0.8268
3405_18,0.683
3405_180,0.9248
3405_181,0.722
3405_182,0.929
3405_183,0.8964
3405_184,0.7506
3405_185,0.8922
3405_186,0.7278
3405_187,0.0584
3405_188,0.8154
3405_189,0.914
3405_19,0.7348
3405_190,0.9146
3405_191,0.6456
3405_192,0.7446
3405_193,0.8484
3405_194,0.8368
3405_195,0.8482
3405_196,0.1172
3405_197,0.8084
3405_198,0.8096
3405_199,0.7074
3405_2,0.778
3405_20,0.865
3405_200,0.7006
3405_21,0.7746
3405_22,0.892
3405_23,0.7804
3405_24,0.7246
3405_25,0.7744
3405_26,0.9584
3405_27,0.8518
3405_28,0.7292
3405_29,0.6906
3405_3,0.7224
3405_30,0.6688
3405_31,0.8384
3405_32,0.81
3405_33,0.7274
3405_34,0.8812
3405_35,0.8102
3405_36,0.6682
3405_37,0.8392
3405_38,0.904
3405_39,0.7248
3405_4,0.889
3405_40,0.8888
3405_41,0.7442
3405_42,0.8276
3405_43,0.935
3405_44,0.8316
3405_45,0.8756
3405_46,0.7786
3405_47,0.782
3405_48,0.7846
3405_49,0.8736
3405_5,0.7178
3405_50,0.65
3405_51,0.8378
3405_52,0.7774
3405_53,0.0434
3405_54,0.8046
3405_55,0.8792
3405_56,0.8176
3405_57,0.6948
3405_58,0.876
3405_59,0.8146
3405_6,0.7956
3405_60,0.7296
3405_61,0.708
3405_62,0.6836
3405_63,0.7124
3405_64,0.8586
3405_65,0.7234
3405_66,0.8984
3405_67,0.7428
3405_68,0.7326
3405_69,0.8976
3405_7,0.0414
3405_70,0.8488
3405_71,0.6648
3405_72,0.8896
3405_73,0.7256
3405_74,0.7774
3405_75,0.834
3405_76,0.6902
3405_77,0.8098
3405_78,0.8588
3405_79,0.794
3405_8,0.8166
3405_80,0.8336
3405_81,0.7546
3405_82,0.7866
3405_83,0.7018
3405_84,0.844
3405_85,0.7128
3405_86,0.8954
3405_87,0.8374
3405_88,0.8732
3405_89,0.794
3405_9,0.914
3405_90,0.927
3405_91,0.7864
3405_92,0.695
3405_93,0.7388
3405_94,0.6568
3405_95,0.8518
3405_96,0.851
3405_97,0.8028
3405_98,0.6762
3405_99,0.694
3360_1,0.8584
3360_10,0.6662
3360_100,0.8008
3360_101,0.8742
3360_102,0.7546
3360_103,0.7574
3360_104,0.9094
3360_105,0.8882
3360_106,0.86
3360_107,0.8988
3360_108,0.8716
3360_109,0.786
3360_11,0.7038
3360_110,0.85
3360_111,0.7318
3360_112,0.8198
3360_113,0.884
3360_114,0.6938
3360_115,0.8332
3360_116,0.877
3360_117,0.7794
3360_118,0.7954
3360_119,0.7888
3360_12,0.7142
3360_120,0.7064
3360_121,0.783
3360_122,0.8236
3360_123,0.8276
3360_124,0.9032
3360_125,0.8308
3360_126,0.8898
3360_127,0.7682
3360_128,0.794
3360_129,0.8862
3360_13,0.7448
3360_130,0.8432
3360_131,0.71
3360_132,0.7188
3360_133,0.0492
3360_134,0.8872
3360_135,0.904
3360_136,0.8862
3360_137,0.838
3360_138,0.9
3360_139,0.8846
3360_14,0.8756
3360_140,0.8778
3360_141,0.0196
3360_142,0.8874
3360_143,0.7406
3360_144,0.8132
3360_145,0.7418
3360_146,0.7754
3360_147,0.6522
3360_148,0.8312
3360_149,0.8454
3360_15,0.8916
3360_150,0.876
3360_151,0.7836
3360_152,0.7146
3360_153,0.8746
3360_154,0.0568
3360_155,0.9094
3360_156,0.7994
3360_157,0.6546
3360_158,0.8736
3360_159,0.8446
3360_16,0.7784
3360_160,0.8766
3360_161,0.7036
3360_162,0.8156
3360_163,0.9178
3360_164,0.9614
3360_165,0.9148
3360_166,0.8216
3360_167,0.7404
3360_168,0.8794
3360_169,0.8564
3360_17,0.8974
3360_170,0.711
3360_171,0.8722
3360_172,0.7852
3360_173,0.8274
3360_174,0.9222
3360_175,0.7392
3360_176,0.644
3360_177,0.8542
3360_178,0.7888
3360_179,0.7536
3360_18,0.8876
3360_180,0.885
3360_181,0.6844
3360_182,0.7968
3360_183,0.6576
3360_184,0.876
3360_185,0.9054
3360_186,0.8228
3360_187,0.8032
3360_188,0.799
3360_189,0.7742
3360_19,0.8416
3360_190,0.7752
3360_191,0.7692
3360_192,0.0268
3360_193,0.6584
3360_194,0.0328
3360_195,0.8486
3360_196,0.8894
3360_197,0.7836
3360_198,0.8668
3360_199,0.8808
3360_2,0.7526
3360_20,0.8124
3360_200,0.8994
3360_21,0.7674
3360_22,0.8782
3360_23,0.8474
3360_24,0.7148
3360_25,0.7914
3360_26,0.9382
3360_27,0.8874
3360_28,0.8532
3360_29,0.967
3360_3,0.794
3360_30,0.9514
3360_31,0.82
3360_32,0.8672
3360_33,0.6942
3360_34,0.7944
3360_35,0.8214
3360_36,0.9044
3360_37,0.6952
3360_38,0.797
3360_39,0.8782
3360_4,0.7092
3360_40,0.895
3360_41,0.0896
3360_42,0.8854
3360_43,0.8702
3360_44,0.8382
3360_45,0.8658
3360_46,0.88
3360_47,0.7874
3360_48,0.6752
3360_49,0.7906
3360_5,0.868
3360_50,0.7276
3360_51,0.8306
3360_52,0.7198
3360_53,0.8542
3360_54,0.7536
3360_55,0.9592
3360_56,0.9368
3360_57,0.913
3360_58,0.921
3360_59,0.9254
3360_6,0.7988
3360_60,0.7682
3360_61,0.7676
3360_62,0.8748
3360_63,0.8198
3360_64,0.8854
3360_65,0.7522
3360_66,0.7028
3360_67,0.8866
3360_68,0.9042
3360_69,0.8724
3360_7,0.6754
3360_70,0.8256
3360_71,0.7176
3360_72,0.9564
3360_73,0.81
3360_74,0.8976
3360_75,0.8468
3360_76,0.8984
3360_77,0.766
3360_78,0.8482
3360_79,0.6266
3360_8,0.819
3360_80,0.7142
3360_81,0.7468
3360_82,0.7536
3360_83,0.8542
3360_84,0.7942
3360_85,0.8528
3360_86,0.7566
3360_87,0.9342
3360_88,0.7844
3360_89,0.924
3360_9,0.7556
3360_90,0.7708
3360_91,0.8176
3360_92,0.758
3360_93,0.897
3360_94,0.7276
3360_95,0.881
3360_96,0.7876
3360_97,0.8662
3360_98,0.8418
3360_99,0.6888
1854_1,0.7416
1854_10,0.813
1854_100,0.8488
1854_101,0.9382
1854_102,0.7594
1854_103,0.8894
1854_104,0.8216
1854_105,0.853
1854_106,0.6998
1854_107,0.7344
1854_108,0.7042
1854_109,0.8
1854_11,0.8508
1854_110,0.8248
1854_111,0.929
1854_112,0.7352
1854_113,0.8418
1854_114,0.8954
1854_115,0.932
1854_116,0.8696
1854_117,0.831
1854_118,0.6722
1854_119,0.9338
1854_12,0.8604
1854_120,0.7516
1854_121,0.055
1854_122,0.9458
1854_123,0.8312
1854_124,0.8026
1854_125,0.9178
1854_126,0.8776
1854_127,0.787
1854_128,0.9266
1854_129,0.757
1854_13,0.7124
1854_130,0.0484
1854_131,0.7376
1854_132,0.901
1854_133,0.8836
1854_134,0.8374
1854_135,0.8398
1854_136,0.7076
1854_137,0.6826
1854_138,0.6804
1854_139,0.7636
1854_14,0.0136
1854_140,0.7038
1854_141,0.9222
1854_142,0.0684
1854_143,0.7498
1854_144,0.7544
1854_145,0.018
1854_146,0.8258
1854_147,0.7878
1854_148,0.917
1854_149,0.8944
1854_15,0.8576
1854_150,0.7258
1854_151,0.749
1854_152,0.881
1854_153,0.7858
1854_154,0.7816
1854_155,0.8534
1854_156,0.71
1854_157,0.8372
1854_158,0.8214
1854_159,0.7014
1854_16,0.7252
1854_160,0.7564
1854_161,0.7624
1854_162,0.9538
1854_163,0.0002
1854_164,0.815
1854_165,0.8972
1854_166,0.9322
1854_167,0.7858
1854_168,0.9388
1854_169,0.8444
1854_17,0.7974
1854_170,0.8416
1854_171,0.8794
1854_172,0.9236
1854_173,0.8234
1854_174,0.862
1854_175,0.6616
1854_176,0.918
1854_177,0.7658
1854_178,0.0082
1854_179,0.8594
1854_18,0.7346
1854_180,0.8768
1854_181,0.7804
1854_182,0.7392
1854_183,0.8758
1854_184,0.8086
1854_185,0.8122
1854_186,0.9018
1854_187,0.888
1854_188,0.0488
1854_189,0.8994
1854_19,0.7882
1854_190,0.884
1854_191,0.7398
1854_192,0.6624
1854_193,0.8374
1854_194,0.7274
1854_195,0.7682
1854_196,0.8224
1854_197,0.9258
1854_198,0.769
1854_199,0.877
1854_2,0.8574
1854_20,0.8792
1854_200,0.8848
1854_21,0.9564
1854_22,0.9258
1854_23,0.0254
1854_24,0.7452
1854_25,0.7932
1854_26,0.9452
1854_27,0.8278
1854_28,0.888
1854_29,0.7136
1854_3,0.9476
1854_30,0.6572
1854_31,0.8786
1854_32,0.8704
1854_33,0.828
1854_34,0.7102
1854_35,0.894
1854_36,0.8964
1854_37,0.9036
1854_38,0.8946
1854_39,0.9004
1854_4,0.8478
1854_40,0.76
1854_41,0.9104
1854_42,0.8338
1854_43,0.8976
1854_44,0.8514
1854_45,0.8056
1854_46,0.7972
1854_47,0.8204
1854_48,0.7058
1854_49,0.8818
1854_5,0.8602
1854_50,0.7346
1854_51,0.901
1854_52,0.6628
1854_53,0.8296
1854_54,0.8556
1854_55,0.9406
1854_56,0.7698
1854_57,0.8612
1854_58,0.8152
1854_59,0.9526
1854_6,0.7862
1854_60,0.6538
1854_61,0.8312
1854_62,0.7132
1854_63,0.8702
1854_64,0.8982
1854_65,0.8998
1854_66,0.0178
1854_67,0.7994
1854_68,0.8978
1854_69,0.7434
1854_7,0.884
1854_70,0.7848
1854_71,0.9412
1854_72,0.8838
1854_73,0.838
1854_74,0.8168
1854_75,0.7114
1854_76,0.9588
1854_77,0.8464
1854_78,0.897
1854_79,0.9124
1854_8,0.8506
1854_80,0.8682
1854_81,0.7144
1854_82,0.9144
1854_83,0.8468
1854_84,0.7622
1854_85,0.794
1854_86,0.6726
1854_87,0.8854
1854_88,0.8228
1854_89,0.8564
1854_9,0.7986
1854_90,0.6842
1854_91,0.955
1854_92,0.7228
1854_93,0.0006
1854_94,0.8808
1854_95,0.9256
1854_96,0.6928
1854_97,0.8702
1854_98,0.695
1854_99,0.8964
2575_1,0.7088
2575_10,0.853
2575_100,0.8632
2575_101,0.7096
2575_102,0.8768
2575_103,0.735
2575_104,0.9374
2575_105,0.7698
2575_106,0.9646
2575_107,0.8664
2575_108,0.7654
2575_109,0.9224
2575_11,0.8424
2575_110,0.691
2575_111,0.925
2575_112,0.8254
2575_113,0.8074
2575_114,0.8728
2575_115,0.8054
2575_116,0.7312
2575_117,0.8276
2575_118,0.0004
2575_119,0.875
2575_12,0.8024
2575_120,0.8284
2575_121,0.6782
2575_122,0.9524
2575_123,0.7524
2575_124,0.883
2575_125,0.7394
2575_126,0.7854
2575_127,0.8122
2575_128,0.7008
2575_129,0.7866
2575_13,0.748
2575_130,0.7272
2575_131,0.66
2575_132,0.8614
2575_133,0.7476
2575_134,0.818
2575_135,0.9512
2575_136,0.7662
2575_137,0.908
2575_138,0.6812
2575_139,0.8312
2575_14,0.9228
2575_140,0.74
2575_141,0.0
2575_142,0.706
2575_143,0.675
2575_144,0.6878
2575_145,0.6706
2575_146,0.7474
2575_147,0.8536
2575_148,0.9492
2575_149,0.944
2575_15,0.7602
2575_150,0.9604
2575_151,0.818
2575_152,0.7574
2575_153,0.0648
2575_154,0.778
2575_155,0.6664
2575_156,0.9784
2575_157,0.9242
2575_158,0.7988
2575_159,0.9658
2575_16,0.9006
2575_160,0.7654
2575_161,0.9124
2575_162,0.7366
2575_163,0.8114
2575_164,0.684
2575_165,0.7238
2575_166,0.933
2575_167,0.7658
2575_168,0.848
2575_169,0.7826
2575_17,0.8912
2575_170,0.8926
2575_171,0.8132
2575_172,0.8858
2575_173,0.8002
2575_174,0.6892
2575_175,0.7552
2575_176,0.9316
2575_177,0.7318
2575_178,0.876
2575_179,0.7614
2575_18,0.0106
2575_180,0.7862
2575_181,0.8598
2575_182,0.8666
2575_183,0.7926
2575_184,0.7462
2575_185,0.7678
2575_186,0.7302
2575_187,0.7316
2575_188,0.7868
2575_189,0.8438
2575_19,0.9648
2575_190,0.7722
2575_191,0.7286
2575_192,0.8176
2575_193,0.831
2575_194,0.764
2575_195,0.9222
2575_196,0.8962
2575_197,0.7296
2575_198,0.851
2575_199,0.8724
2575_2,0.7398
2575_20,0.8316
2575_200,0.969
2575_21,0.6992
2575_22,0.9014
2575_23,0.8204
2575_24,0.774
2575_25,0.7498
2575_26,0.8188
2575_27,0.871
2575_28,0.691
2575_29,0.8026
2575_3,0.846
2575_30,0.934
2575_31,0.8568
2575_32,0.8116
2575_33,0.8258
2575_34,0.7772
2575_35,0.7958
2575_36,0.8432
2575_37,0.8554
2575_38,0.8328
2575_39,0.7806
2575_4,0.9314
2575_40,0.6862
2575_41,0.7616
2575_42,0.7662
2575_43,0.7548
2575_44,0.7778
2575_45,0.6802
2575_46,0.7772
2575_47,0.8258
2575_48,0.758
2575_49,0.8324
2575_5,0.9586
2575_50,0.7364
2575_51,0.8026
2575_52,0.8472
2575_53,0.7438
2575_54,0.7138
2575_55,0.7046
2575_56,0.7614
2575_57,0.683
2575_58,0.7572
2575_59,0.9152
2575_6,0.6614
2575_60,0.669
2575_61,0.6426
2575_62,0.6786
2575_63,0.752
2575_64,0.9292
2575_65,0.9262
2575_66,0.75
2575_67,0.7028
2575_68,0.8368
2575_69,0.7356
2575_7,0.6926
2575_70,0.8442
2575_71,0.8262
2575_72,0.9512
2575_73,0.8588
2575_74,0.9234
2575_75,0.7248
2575_76,0.9328
2575_77,0.7702
2575_78,0.9016
2575_79,0.787
2575_8,0.6966
2575_80,0.8356
2575_81,0.7066
2575_82,0.7266
2575_83,0.896
2575_84,0.737
2575_85,0.8698
2575_86,0.8226
2575_87,0.9536
2575_88,0.7084
2575_89,0.7978
2575_9,0.8284
2575_90,0.949
2575_91,0.9414
2575_92,0.0648
2575_93,0.8932
2575_94,0.9472
2575_95,0.7558
2575_96,0.768
2575_97,0.7514
2575_98,0.6848
2575_99,0.959
3050_1,0.8432
3050_10,0.9654
3050_100,0.7004
3050_101,0.7954
3050_102,0.8382
3050_103,0.9434
3050_104,0.9324
3050_105,0.9232
3050_106,0.9342
3050_107,0.8314
3050_108,0.684
3050_109,0.7658
3050_11,0.8322
3050_110,0.7506
3050_111,0.7878
3050_112,0.7002
3050_113,0.9488
3050_114,0.9278
3050_115,0.728
3050_116,0.905
3050_117,0.9476
3050_118,0.8424
3050_119,0.0232
3050_12,0.7404
3050_120,0.8698
3050_121,0.7904
3050_122,0.8096
3050_123,0.8054
3050_124,0.6902
3050_125,0.9422
3050_126,0.7358
3050_127,0.8794
3050_128,0.8866
3050_129,0.6822
3050_13,0.8568
3050_130,0.8672
3050_131,0.8438
3050_132,0.74
3050_133,0.713
3050_134,0.0588
3050_135,0.958
3050_136,0.9034
3050_137,0.7378
3050_138,0.7358
3050_139,0.8578
3050_14,0.8076
3050_140,0.8736
3050_141,0.7702
3050_142,0.7494
3050_143,0.7708
3050_144,0.7108
3050_145,0.8516
3050_146,0.85
3050_147,0.8302
3050_148,0.716
3050_149,0.8632
3050_15,0.8102
3050_150,0.8474
3050_151,0.811
3050_152,0.8898
3050_153,0.6874
3050_154,0.9394
3050_155,0.6792
3050_156,0.8322
3050_157,0.824
3050_158,0.779
3050_159,0.8538
3050_16,0.8178
3050_160,0.9838
3050_161,0.893
3050_162,0.79
3050_163,0.0024
3050_164,0.7122
3050_165,0.864
3050_166,0.841
3050_167,0.7942
3050_168,0.907
3050_169,0.6996
3050_17,0.7844
3050_170,0.6744
3050_171,0.776
3050_172,0.8976
3050_173,0.8582
3050_174,0.7998
3050_175,0.9744
3050_176,0.7528
3050_177,0.863
3050_178,0.0052
3050_179,0.8912
3050_18,0.9002
3050_180,0.8348
3050_181,0.8498
3050_182,0.7174
3050_183,0.8928
3050_184,0.8134
3050_185,0.7742
3050_186,0.927
3050_187,0.975
3050_188,0.6772
3050_189,0.8832
3050_19,0.8182
3050_190,0.7422
3050_191,0.8858
3050_192,0.861
3050_193,0.0244
3050_194,0.9406
3050_195,0.9226
3050_196,0.676
3050_197,0.8732
3050_198,0.6878
3050_199,0.8264
3050_2,0.8502
3050_20,0.7928
3050_200,0.7552
3050_21,0.8562
3050_22,0.9286
3050_23,0.677
3050_24,0.9446
3050_25,0.7868
3050_26,0.9014
3050_27,0.8646
3050_28,0.8462
3050_29,0.7176
3050_3,0.8512
3050_30,0.8746
3050_31,0.742
3050_32,0.9326
3050_33,0.9264
3050_34,0.743
3050_35,0.9586
3050_36,0.8508
3050_37,0.698
3050_38,0.0148
3050_39,0.9442
3050_4,0.9476
3050_40,0.7776
3050_41,0.9548
3050_42,0.8684
3050_43,0.7838
3050_44,0.7878
3050_45,0.773
3050_46,0.8994
3050_47,0.809
3050_48,0.7926
3050_49,0.983
3050_5,0.9286
3050_50,0.94
3050_51,0.7182
3050_52,0.7998
3050_53,0.899
3050_54,0.9506
3050_55,0.6638
3050_56,0.861
3050_57,0.668
3050_58,0.6584
3050_59,0.9136
3050_6,0.7536
3050_60,0.7912
3050_61,0.7992
3050_62,0.8114
3050_63,0.7446
3050_64,0.8942
3050_65,0.6994
3050_66,0.833
3050_67,0.683
3050_68,0.6922
3050_69,0.6834
3050_7,0.033
3050_70,0.926
3050_71,0.9244
3050_72,0.8282
3050_73,0.7884
3050_74,0.7522
3050_75,0.7118
3050_76,0.8466
3050_77,0.9462
3050_78,0.8892
3050_79,0.832
3050_8,0.959
3050_80,0.93
3050_81,0.6942
3050_82,0.7976
3050_83,0.7788
3050_84,0.7344
3050_85,0.0086
3050_86,0.7378
3050_87,0.7156
3050_88,0.8424
3050_89,0.8984
3050_9,0.952
3050_90,0.912
3050_91,0.6658
3050_92,0.9234
3050_93,0.9018
3050_94,0.9232
3050_95,0.9218
3050_96,0.743
3050_97,0.92
3050_98,0.0752
3050_99,0.873
1367_1,0.8376
1367_10,0.7906
1367_100,0.8634
1367_101,0.7888
1367_102,0.043
1367_103,0.7848
1367_104,0.7082
1367_105,0.9706
1367_106,0.9714
1367_107,0.981
1367_108,0.702
1367_109,0.7658
1367_11,0.71
1367_110,0.0242
1367_111,0.6906
1367_112,0.0636
1367_113,0.9782
1367_114,0.0442
1367_115,0.9424
1367_116,0.838
1367_117,0.9404
1367_118,0.7
1367_119,0.9794
1367_12,0.0914
1367_120,0.7702
1367_121,0.732
1367_122,0.968
1367_123,0.7764
1367_124,0.6982
1367_125,0.7952
1367_126,0.0108
1367_127,0.8092
1367_128,0.9468
1367_129,0.6902
1367_13,0.7656
1367_130,0.9396
1367_131,0.8012
1367_132,0.7904
1367_133,0.6786
1367_134,0.9516
1367_135,0.9832
1367_136,0.746
1367_137,0.7744
1367_138,0.6918
1367_139,0.7698
1367_14,0.9982
1367_140,0.7184
1367_141,0.7398
1367_142,0.786
1367_143,0.7868
1367_144,0.6776
1367_145,0.9564
1367_146,0.6562
1367_147,0.9524
1367_148,0.6502
1367_149,0.7484
1367_15,0.766
1367_150,0.9968
1367_151,0.8106
1367_152,0.7244
1367_153,0.7102
1367_154,0.7652
1367_155,0.8308
1367_156,0.8748
1367_157,0.7666
1367_158,0.7972
1367_159,0.96
1367_16,0.716
1367_160,0.7304
1367_161,0.7938
1367_162,0.7196
1367_163,0.9858
1367_164,0.7668
1367_165,0.7676
1367_166,0.1058
1367_167,0.985
1367_168,0.832
1367_169,0.9902
1367_17,0.6484
1367_170,0.7168
1367_171,0.837
1367_172,0.69
1367_173,0.6902
1367_174,0.8002
1367_175,0.731
1367_176,0.9956
1367_177,0.7768
1367_178,0.7918
1367_179,0.7308
1367_18,0.9074
1367_180,0.801
1367_181,0.766
1367_182,0.9182
1367_183,0.9398
1367_184,0.8602
1367_185,0.9722
1367_186,0.9226
1367_187,0.7938
1367_188,0.9214
1367_189,0.9394
1367_19,0.6976
1367_190,0.7308
1367_191,0.7644
1367_192,0.8992
1367_193,0.874
1367_194,0.6628
1367_195,0.9884
1367_196,0.969
1367_197,0.8648
1367_198,0.9038
1367_199,0.9966
1367_2,0.9948
1367_20,0.9596
1367_200,0.6938
1367_21,0.9606
1367_22,0.6788
1367_23,0.9344
1367_24,0.9224
1367_25,0.685
1367_26,0.7222
1367_27,0.9388
1367_28,0.0544
1367_29,0.8928
1367_3,0.8918
1367_30,0.8962
1367_31,0.6826
1367_32,0.813
1367_33,0.8422
1367_34,0.9858
1367_35,0.8216
1367_36,0.9516
1367_37,0.8176
1367_38,0.9972
1367_39,0.9588
1367_4,0.9838
1367_40,0.7074
1367_41,0.6986
1367_42,0.9688
1367_43,0.993
1367_44,0.7416
1367_45,0.7264
1367_46,0.6792
1367_47,0.9808
1367_48,0.7776
1367_49,0.9794
1367_5,0.7976
1367_50,0.8632
1367_51,0.9842
1367_52,0.0226
1367_53,0.9494
1367_54,0.8866
1367_55,0.7586
1367_56,0.9184
1367_57,0.994
1367_58,0.648
1367_59,0.7524
1367_6,0.9026
1367_60,0.6756
1367_61,0.7982
1367_62,0.7908
1367_63,0.9982
1367_64,0.7844
1367_65,0.994
1367_66,0.708
1367_67,0.997
1367_68,0.8218
1367_69,0.7362
1367_7,0.8082
1367_70,0.9574
1367_71,0.9242
1367_72,0.0088
1367_73,0.7308
1367_74,0.7892
1367_75,0.736
1367_76,0.7414
1367_77,0.7832
1367_78,0.9566
1367_79,0.9296
1367_8,0.9634
1367_80,0.9696
1367_81,0.988
1367_82,0.7248
1367_83,0.771
1367_84,0.875
1367_85,0.865
1367_86,0.805
1367_87,0.9514
1367_88,0.9758
1367_89,0.6918
1367_9,0.7328
1367_90,0.996
1367_91,0.9472
1367_92,0.6586
1367_93,0.8948
1367_94,0.0734
1367_95,0.7368
1367_96,0.7612
1367_97,0.706
1367_98,0.7746
1367_99,0.7338
2286_1,0.9142
2286_10,0.9044
2286_100,0.7422
2286_101,0.8656
2286_102,0.9608
2286_103,0.9932
2286_104,0.8934
2286_105,0.8068
2286_106,0.8016
2286_107,0.821
2286_108,0.9768
2286_109,0.8534
2286_11,0.714
2286_110,0.7344
2286_111,0.8468
2286_112,0.897
2286_113,0.7858
2286_114,0.8574
2286_115,0.9692
2286_116,0.6718
2286_117,0.9052
2286_118,0.8478
2286_119,0.8056
2286_12,0.6662
2286_120,0.6914
2286_121,0.6602
2286_122,0.833
2286_123,0.988
2286_124,0.7204
2286_125,0.7216
2286_126,0.8866
2286_127,0.8132
2286_128,0.8024
2286_129,0.978
2286_13,0.931
2286_130,0.9482
2286_131,0.9794
2286_132,0.758
2286_133,0.9664
2286_134,0.8
2286_135,0.6616
2286_136,0.809
2286_137,0.9892
2286_138,0.9296
2286_139,0.8406
2286_14,0.8686
2286_140,0.9762
2286_141,0.8562
2286_142,0.9454
2286_143,0.7508
2286_144,0.834
2286_145,0.7638
2286_146,0.7042
2286_147,0.8984
2286_148,0.6978
2286_149,0.9806
2286_15,0.9182
2286_150,0.9866
2286_151,0.769
2286_152,0.8114
2286_153,0.7784
2286_154,0.9008
2286_155,0.713
2286_156,0.8648
2286_157,0.7786
2286_158,0.9558
2286_159,0.718
2286_16,0.887
2286_160,0.0044
2286_161,0.9512
2286_162,0.7816
2286_163,0.9306
2286_164,0.6658
2286_165,0.7098
2286_166,0.7278
2286_167,0.8764
2286_168,0.768
2286_169,0.81
2286_17,0.792
